43132500-2;Αναρτήρες χιτωνίων αγωγών;
43133000-4;Εξοπλισμός εξέδρας παραγωγής πετρελαίου;
43133100-5;Μονάδες υποβάθρων κινούμενων επί σιδηροτροχιάς;
43133200-6;Εξαρτήματα υποβάθρων κινούμενων επί σιδηροτροχιάς;
43134000-1;Μηχανήματα εγκατάστασης άντλησης πετρελαίου;
43134100-2;Βυθιζόμενες αντλίες;
43135000-8;Υποθαλάσσιος εξοπλισμός;
43135100-9;Υποθαλάσσια συστήματα ελέγχου;
43136000-5;Εξοπλισμός γεώτρησης βάθους;
43140000-6;Κινητά υδραυλικά στηρίγματα στέγης ορυχείων;
43200000-5;Μηχανήματα χωματουργικών εργασιών και εκσκαφών και συναφή μέρη;
43210000-8;Μηχανήματα χωματουργικών εργασιών;
43211000-5;Αυτοκινούμενοι προωθητήρες γαιών;
43212000-2;Αρθρωτοί προωθητήρες γαιών;
43220000-1;Αυτοκινούμενοι ισοπεδωτήρες και ομαλυντήρες;
43221000-8;Αυτοκινούμενοι ισοπεδωτήρες;
43230000-4;Αυτοκινούμενοι αποξεστήρες;
43240000-7;Αυτοκινούμενοι οδοστρωτήρες;
43250000-0;Αυτοκινούμενοι πτυοφόροι φορτωτές πρόσθιας φόρτωσης;
43251000-7;Αυτοκινούμενοι πτυοφόροι φορτωτές πρόσθιας φόρτωσης με ανεστραμμένο πτύο;
43252000-4;Αυτοκινούμενοι πτυοφόροι φορτωτές πρόσθιας φόρτωσης χωρίς ανεστραμμένο πτύο;
43260000-3;Αυτοκινούμενα μηχανικά πτύα, εκσκαφείς, πτυοφόροι φορτωτές και αυτοκινούμενα μηχανήματα ορυχείου;
43261000-0;Αυτοκινούμενα μηχανικά πτύα;
43261100-1;Αυτοκινούμενοι πτυοφόροι φορτωτές;
43262000-7;Μηχανήματα εκσκαφής;
43262100-8;Αυτοκινούμενοι εκσκαφείς;
43300000-6;Μηχανήματα και εξοπλισμός κατασκευαστικών έργων;
43310000-9;Μηχανήματα δομικών έργων;
43311000-6;Μηχανήματα έμπηξης πασσάλων;
43312000-3;Μηχανές διάστρωσης οδών;
43312100-4;Ισοπεδωτικά μηχανήματα;
43312200-5;Αυτοκινούμενες μηχανές διάστρωσης χαλίκων;
43312300-6;Μηχανήματα οδοστρωσίας;
43312400-7;Αυτοκινούμενοι κύλινδροι διάστρωσης οδών;
43312500-8;Μηχανικοί οδοστρωτήρες;
43313000-0;Εκχιονιστήρες και φυσητήρες χιονιού;
43313100-1;Εκχιονιστήρες;
43313200-2;Φυσητήρες χιονιού;
43314000-7;Μηχανήματα εξαγωγής πασσάλων;
43315000-4;Μηχανήματα δόνησης και συμπύκνωσης;
43316000-1;Μηχανήματα τοποθέτησης καλωδίων;
43320000-2;Εξοπλισμός κατασκευαστικών έργων;
43321000-9;Εξοπλισμός κρεμαστής γέφυρας;
43322000-6;Εξοπλισμός αποσυναρμολόγησης;
43323000-3;Εξοπλισμός άρδευσης;
43324000-0;Εξοπλισμός αποστράγγισης;
43324100-1;Εξοπλισμός πισίνας;
43325000-7;Εξοπλισμός πάρκων και παιδικής χαράς;
43325100-8;Εξοπλισμός συντήρησης υπαίθριων χώρων;
43327000-1;Προκατασκευασμένος εξοπλισμός;
43328000-8;Υδραυλικές εγκαταστάσεις;
43328100-9;Εξοπλισμός υδραυλικών εγκαταστάσεων;
43329000-5;Συγκροτήματα εξοπλισμού;
43400000-7;Μηχανήματα επεξεργασίας μεταλλευμάτων και μηχανήματα διαμόρφωσης μητρών χυτηρίων;
43410000-0;Μηχανήματα επεξεργασίας μεταλλευμάτων;
43411000-7;Μηχανήματα διαλογής και κοσκινίσματος;
43412000-4;Μηχανήματα ανάμειξης αμμοχάλικου με πίσσα;
43413000-1;Μηχανές ανάμειξης σκυροδέματος ή κονιαμάτων;
43413100-2;Μηχανές ανάμειξης τσιμέντου;
43414000-8;Μηχανές εκτριβής;
43414100-9;Μύλοι κονιοποίησης άνθρακα;
43415000-5;Μήτρες χυτηρίου;
43420000-3;Μηχανήματα κατασκευής μητρών χυτηρίου;
43500000-8;Όχημα με ερπύστριες;
43600000-9;Μέρη μηχανημάτων ορυχείων, λατομείων και κατασκευών;
43610000-2;Μέρη μηχανημάτων γεώτρησης;
43611000-9;Μέρη για διατρητικά μηχανήματα φρεάτων;
43611100-0;Στηρίγματα γεφυρών;
43611200-1;Αιχμές βιομηχανικών τρυπάνων;
43611300-2;Κρουστικά γεωτρύπανα;
43611400-3;Σιδερένιοι εργάτες;
43611500-4;Περιστρεφόμενες τράπεζες;
43611600-5;Εξοπλισμός απαγωγής λάσπης;
43611700-6;Εξοπλισμός σύνδεσης φρεατίων;
43612000-6;Μέρη μηχανημάτων εξόρυξης από φρεάτια;
43612100-7;Αναρτήρες περιβλημάτων;
43612200-8;Εξοπλισμός ανάρτησης χιτωνίων;
43612300-9;Τανυστήρες κατακόρυφων σωλήνων παραγωγής;
43612400-0;Κεφαλές φρέατος;
43612500-1;Εξοπλισμός συγκράτησης κατακόρυφων σωλήνων παραγωγής;
43612600-2;Συστήματα ελέγχου κεφαλών φρέατος;
43612700-3;Εξοπλισμός φρέατος;
43612800-4;Συστήματα ανύψωσης γεωτρύπανου;
43613000-3;Μέρη μηχανών τεμαχισμού άνθρακα ή βράχων;
43613100-4;Μέρη μηχανών τεμαχισμού άνθρακα;
43613200-5;Μέρη μηχανών τεμαχισμού βράχων;
43614000-0;Μέρη μηχανών διάνοιξης σηράγγων;
43620000-5;Μέρη μηχανημάτων για την επεξεργασία ορυκτών;
39831700-3;Αυτόματοι διανομείς σαπουνιού;
39832000-3;Προϊόντα για το πλύσιμο των πιάτων;
39832100-4;Απορρυπαντικό σε μορφή σκόνης για το πλύσιμο των πιάτων;
39833000-0;Προϊόντα για το ξεσκόνισμα;
39834000-7;Διαλύματα καθαρισμού κοσμημάτων;
41000000-9;Συλλογή και καθαρισμός νερού;
41100000-0;Φυσικό νερό;
41110000-3;Πόσιμο νερό;
41120000-6;Μη πόσιμο νερό;
42000000-6;Μηχανήματα βιομηχανικών εγκαταστάσεων;
42100000-0;Μηχανήματα για την παραγωγή και χρήση της μηχανικής ενέργειας;
42110000-3;Τουρμπίνες και κινητήρες;
42111000-0;Κινητήρες παραγωγής (μηχανική ενέργεια);
42111100-1;Εξωλέμβιες μηχανές;
42112000-7;Εγκαταστάσεις τουρμπίνων;
42112100-8;Τουρμπίνες ατμού;
42112200-9;Υδραυλικές τουρμπίνες;
42112210-2;Υδραυλικοί τροχοί;
42112300-0;Τουρμπίνες αερίου;
42112400-1;Εξοπλισμός τουρμπινών;
42112410-4;Όργανα τουρμπίνων;
42113000-4;Μέρη στροβίλων;
42113100-5;Μέρη στροβίλων υδρατμού;
42113110-8;Πλάκες βάσης;
42113120-1;Πλαίσια επένδυσης;
42113130-4;Συστήματα ψύξης αέρα με συμπυκνωτή;
42113150-0;Συστήματα λιπαντικού ελαίου;
42113160-3;Διαχωριστήρες υγρασίας;
42113161-0;Αφυγραντήρες;
42113170-6;Περιστρεφόμενος εξοπλισμός;
42113171-3;Στροφεία;
42113172-0;Πτερύγια;
42113190-2;Περιστρεφόμενα μέρη;
42113200-6;Μέρη υδραυλικών στροβίλων;
42113300-7;Μέρη αεριοστροβίλων;
42113310-0;Συστήματα προσαγωγής αέρα;
42113320-3;Στοιχείο ανάφλεξης αερίου;
42113390-4;Συστήματα καυσίμων σε αέρια μορφή;
42113400-8;Μέρη υδροτροχών;
42120000-6;Αντλίες και συμπιεστές;
42121000-3;Υδραυλικοί ή πνευματικοί κινητήρες και μηχανές παραγωγής ενέργειας;
42121100-4;Υδραυλικοί ή πνευματικοί κύλινδροι;
42121200-5;Υδραυλικές μηχανές (οχήματα);
42121300-6;Πνευματικές μηχανές (οχήματα);
42121400-7;Υδραυλικοί κινητήρες (μηχανική ενέργεια);
42121500-8;Πνευματικοί κινητήρες (μηχανική ενέργεια);
42122000-0;Αντλίες;
42122100-1;Αντλίες υγρών;
42122110-4;Αντλίες πυρόσβεσης;
42122120-7;Συγκρότημα ανεφοδιασμού καυσίμων ελικοπτέρων;
42122130-0;Αντλίες νερού;
42122160-9;Αντλίες ψύξης;
42122161-6;Αντλίες νερού ψύξης;
42122170-2;Αντλίες λίπανσης;
42122180-5;Αντλίες καυσίμου;
42122190-8;Αντλίες σκυροδέματος;
42122200-2;Παλινδρομικές αντλίες θετικής μετατόπισης για υγρά;
42122210-5;Υδραυλικά συγκροτήματα παραγωγής ενέργειας;
42122220-8;Αντλίες αποχέτευσης;
42122230-1;Αντλίες δοσιμέτρησης;
42122300-3;Συσκευές αύξησης της πίεσης υγρών;
42122400-4;Φυγοκεντρικές αντλίες και διατάξεις ανύψωσης υγρών;
42122410-7;Αντλίες για ιατρική χρήση;
42122411-4;Αντλίες παροχής τροφής;
42122419-0;Αντλίες έκχυσης υγρού;
42122420-0;Ανυψωτικές διατάξεις υγρών;
42122430-3;Φυγοκεντρικές αντλίες;
42122440-6;Περιστροφικές αντλίες;
42122450-9;Αντλίες κενού;
42122460-2;Αεραντλίες;
42122480-8;Αντλίες με πτερωτό στροφείο;
42122500-5;Αντλίες και εξαρτήματα εργαστηρίου;
42122510-8;Περισταλτικές αντλίες;
42123000-7;Συμπιεστές;
42123100-8;Αεριοσυμπιεστές;
42123200-9;Περιστροφικοί συμπιεστές;
42123300-0;Συμπιεστές για εξοπλισμό ψύξης;
42123400-1;Αεροσυμπιεστές;
42123410-4;Συναρμολογημένοι αεροσυμπιεστές;
42123500-2;Στροβιλοσυμπιεστές;
42123600-3;Παλινδρομικοί συμπιεστές μετατόπισης;
42123610-6;Συγκρότημα πεπιεσμένου αέρα;
42123700-4;Φυγοκεντρικοί συμπιεστές;
42215200-8;Μηχανήματα επεξεργασίας τροφίμων;
42215300-9;Μηχανήματα παραγωγής ζυμαρικών;
42216000-3;Μηχανήματα κατεργασίας καπνού;
42220000-4;Μέρη μηχανημάτων για την επεξεργασία τροφίμων, ποτών και καπνού;
42221000-1;Μέρη μηχανημάτων για την επεξεργασία τροφίμων;
42221100-2;Μέρη μηχανημάτων επεξεργασίας γαλακτοκομικών;
42221110-5;Μέρη αμελκτικών μηχανών;
42222000-8;Μέρη μηχανημάτων επεξεργασίας ποτών;
42223000-5;Μέρη μηχανημάτων κατεργασίας καπνού;
42300000-9;Βιομηχανικοί ή εργαστηριακοί κλίβανοι, καυστήρες και φούρνοι;
42310000-2;Καυστήρες κλιβάνων;
42320000-5;Κλίβανοι αποτέφρωσης απορριμμάτων;
42330000-8;Κλίβανοι τήξης;
42340000-1;Μη οικιακοί φούρνοι;
42341000-8;Επαγγελματικοί φούρνοι;
42350000-4;Αποτεφρωτές;
42390000-6;Μέρη καυστήρων κλιβάνων, κλιβάνων και φούρνων;
42400000-0;Μέρη και εξοπλισμός ανύψωσης και διακίνησης υλικών;
42410000-3;Εξοπλισμός ανύψωσης και διακίνησης;
42411000-0;Πολύσπαστα και ανυψωτικά βαρούλκα;
42412000-7;Μηχανές ανέλκυσης στο στόμιο του φρέατος, βαρούλκα για υπόγεια χρήση και εργάτες;
42412100-8;Μηχανές ανέλκυσης στο στόμιο του φρέατος και βαρούλκα για υπόγεια χρήση;
42412110-1;Μηχανές ανέλκυσης στο στόμιο του φρέατος;
42412120-4;Βαρούλκα για υπόγεια χρήση;
42412200-9;Βαρούλκα-εργάτες;
42413000-4;Γρύλοι και ανυψωτικά βαρούλκα οχημάτων;
42413100-5;Ενσωματωμένα ανυψωτικά μηχανήματα;
42413200-6;Υδραυλικοί γρύλοι;
42413300-7;Πνευματικοί γρύλοι;
42413400-8;Μηχανικοί γρύλοι;
43630000-8;Μέρη μηχανημάτων διάνοιξης φρεάτων;
43640000-1;Μέρη μηχανημάτων εκσκαφών;
43700000-0;Μηχανήματα μεταλλουργίας και συναφή μέρη αυτών;
43710000-3;Μηχανήματα κυλίνδρωσης μετάλλων;
43711000-0;Μέρη μηχανημάτων κυλίνδρωσης μετάλλων;
43720000-6;Μηχανήματα χύτευσης;
43721000-3;Μέρη μηχανημάτων χύτευσης;
43800000-1;Εξοπλισμός συνεργείου;
43810000-4;Εξοπλισμός κατεργασίας ξύλου;
43811000-1;Μηχανές προσάμμωσης;
43812000-8;Εξοπλισμός πριονίσματος;
43820000-7;Εξοπλισμός υποδηματοποιίας;
43830000-0;Ηλεκτροκίνητα εργαλεία;
43840000-3;Εξοπλισμός σιδηρουργού;
44000000-0;Δομές και υλικά κατασκευαστικών έργων? βοηθήματα κατασκευαστικών έργων (εκτός από ηλεκτρικές συσκευές);
44100000-1;Κατασκευαστικά υλικά και παρόμοια είδη;
44110000-4;Κατασκευαστικά υλικά;
44111000-1;Οικοδομικά υλικά;
44111100-2;Τούβλα;
44111200-3;Τσιμέντο;
44111210-6;Τσιμέντο γεωτρήσεων;
44111300-4;Είδη κεραμικής;
44111400-5;Χρώματα και επενδύσεις τοίχων;
44111500-6;Μονωτές και εξαρτήματα μόνωσης;
44111510-9;Μονωτές;
44111511-6;Ηλεκτρικοί μονωτές;
44111520-2;Θερμομονωτικά υλικά;
44111530-5;Ηλεκτρικά εξαρτήματα μόνωσης;
44111540-8;Μονωτικό γυαλί;
44111600-7;Κυβόλιθοι;
44111700-8;Πλακίδια;
44111800-9;Κονίαμα (κατασκευαστικά έργα);
44111900-0;Κεραμικές πλάκες;
44112000-8;Διάφορες οικοδομικές κατασκευές;
44112100-9;Υπόστεγα;
44112110-2;Μέρη υποστέγων;
44112120-5;Διαμορφωμένα τμήματα;
44112200-0;Επενδύσεις δαπέδων;
44112210-3;’καμπτες επενδύσεις δαπέδων;
44112220-6;Ψευδοδάπεδα;
44112230-9;Λινοτάπητες;
44112240-2;Παρκέ;
44112300-1;Διαχωριστικά στοιχεία;
44112310-4;Διαχωριστικοί τοίχοι;
44112400-2;Οροφές;
44112410-5;Πλαίσια οροφών;
44112420-8;Υποστηρίγματα οροφών;
44112430-1;Σκελετοί οροφών;
44112500-3;Υλικά οροφών;
44112510-6;Ταβανοσάνιδα;
44112600-4;Ηχομονωτικά μέσα;
44112700-5;Δοκάρια;
44113000-5;Υλικά κατασκευής οδών;
44113100-6;Υλικά πλακόστρωσης;
44113120-2;Πλάκες οδοστρώματος;
44113130-5;Λίθοι οδοστρώματος;
44113140-8;Λίθοι οδοστρωσίας;
44113200-7;Πλάκες λιθοστρώσεως;
44113300-8;Επιχρισμένα υλικά;
44113310-1;Επιχρισμένα υλικά οδοποιίας;
44113320-4;Επιχρισμένοι λίθοι οδοστρώματος;
44113330-7;Υλικά επίχρισης;
44113500-0;Γυάλινες χάντρες;
44113600-1;Βιτουμένια και άσφαλτος;
44113610-4;Βιτουμένιο;
44113620-7;’σφαλτος;
44113700-2;Υλικά επισκευής οδών;
44113800-3;Υλικά επιφάνειας οδοστρώματος;
44113810-6;Κάλυψη επιφάνειας;
44113900-4;Υλικά συντήρησης οδών;
44113910-7;Υλικά χειμερινής συντήρησης οδών;
44114000-2;Σκυρόδεμα;
44114100-3;Έτοιμο σκυρόδεμα;
44114200-4;Προϊόντα σκυροδέματος;
44114210-7;Πάσσαλοι από σκυρόδεμα;
44114220-0;Αγωγοί από σκυρόδεμα και προσαρμογές;
44114250-9;Πλάκες από σκυρόδεμα;
44115000-9;Βοηθητικός οικοδομικός εξοπλισμός;
39522510-5;Φουσκωτά στρώματα;
39522520-8;Πτυσσόμενα κρεβάτια;
39522530-1;Σκηνές;
39522540-4;Υπνόσακοι;
39522541-1;Υπνόσακοι γεμισμένοι με φτερά ή πούπουλα;
39523000-4;Αλεξίπτωτα;
39523100-5;Κατευθυνόμενα αλεξίπτωτα;
39523200-6;Στροφόπτωτα;
39525000-8;Διάφορα έτοιμα είδη υφαντουργίας;
39525100-9;Ξεσκονόπανα;
39525200-0;Στοιχεία φίλτρου από ύφασμα;
39525300-1;Σωσίβια;
39525400-2;Κουβέρτες πυρόσβεσης;
39525500-3;Κουνουπιέρες;
39525600-4;Πετσέτες πιάτων;
39525700-5;Ιμάντες διάσωσης;
39525800-6;Πανιά καθαρισμού;
39525810-9;Πανιά στίλβωσης;
39530000-6;Χαλιά, ψάθες και στενόμακρα καλύμματα δαπέδων;
39531000-3;Χαλιά;
39531100-4;Χαλιά με κόμπους;
39531200-5;Υφαντά χαλιά;
39531300-6;Φουντωτά χαλιά;
39531310-9;Πλακίδια μοκέτας;
39531400-7;Υφασμάτινοι τάπητες δαπέδου;
39532000-0;Χαλάκια (ψάθες);
39533000-7;Στενόμακροι τάπητες;
39534000-4;Βιομηχανικοί τάπητες;
39540000-9;Διάφορα σχοινιά, πλεξούδες, σπάγκοι και πλέγματα;
39541000-6;Σκοινιά, πλεξούδες, σπάγγοι και δίχτυα;
39541100-7;Σπάγκοι, σχοινιά και πλεξούδες;
39541110-0;Πλεξούδες;
39541120-3;Σκοινιά;
39541130-6;Στρεπτά νήματα;
39541140-9;Σπάγκοι;
39541200-8;Δίχτυα από υφαντικά υλικά;
39541210-1;Δίχτυα με κόμπους;
39541220-4;Αρτάνες;
39542000-3;Ράκη;
39550000-2;Μη υφαντά είδη;
39560000-5;Διάφορα είδη υφαντουργίας;
39561000-2;Τούλια, δαντέλες, στενά υφαντά υφάσματα, διακοσμητικές γαρνιτούρες και κεντήματα;
39561100-3;Στενά υφαντά υφάσματα και διακοσμητικές γαρνιτούρες;
39561110-6;Κορδέλες;
39561120-9;Υφαντή ταινία;
39561130-2;Ετικέτες και διακριτικά από υφαντικές ύλες;
39561131-9;Υφαντές ετικέτες;
39561132-6;Υφασμάτινα διακριτικά σήματα;
39561133-3;Εμβλήματα;
39561140-5;Εξαρτήματα στολισμού;
39561141-2;Σειρήτια;
39561142-9;Επωμίδες;
39561200-4;Δικτυωτά υφάσματα;
39562000-9;Πίλημα;
39563000-6;Υφασμάτινα παρεμβύσματα, νήματα, υφάσματα και είδη για τεχνική χρήση;
39563100-7;Υφαντικά υλικά παραγεμίσματος;
39563200-8;Επιμεταλλωμένα νήματα;
39563300-9;Υφαντά υφάσματα από μεταλλική κλωστή;
39563400-0;Εμποτισμένα, επενδυμένα ή επικαλυμμένα υφαντά υφάσματα;
39563500-1;Προϊόντα υφαντουργίας για τεχνικές χρήσεις;
39563510-4;Εύκαμπτοι σωλήνες από υφαντικές ύλες;
39563520-7;Μεταφορικοί ιμάντες από ύφασμα;
39563530-0;Αγωγοί αερισμού;
39563600-2;Υφαντουργικά προϊόντα καπιτονέ;
39700000-9;Οικιακές συσκευές;
39710000-2;Ηλεκτρικές οικιακές συσκευές;
39711000-9;Οικιακές ηλεκτρικές συσκευές μαγειρικής;
39711100-0;Ψυγεία και καταψύκτες;
39711110-3;Ψυγεία-καταψύκτες;
39711120-6;Καταψύκτες;
39711121-3;Καταψύκτες τύπου κασέλας;
39711122-0;Καταψύκτες οικιακής χρήσης;
39711123-7;Καταψύκτες όρθιου τύπου;
39711124-4;Βιομηχανικοί καταψύκτες;
39711130-9;Ψυγεία;
39711200-1;Συσκευές κατεργασίας τροφίμων;
39711210-4;Μπλέντερ τροφίμων;
39711211-1;Αναμεικτήρες τροφίμων;
39711300-2;Ηλεκτροθερμικές συσκευές;
39711310-5;Ηλεκτρικές καφετιέρες;
39711320-8;Ηλεκτρικές τσαγιέρες;
39711330-1;Ηλεκτρικές φρυγανιέρες;
39711340-4;Συσκευές αναθέρμανσης φαγητών;
39711350-7;Μηχανήματα για βάφλες;
39711360-0;Φούρνοι;
39711361-7;Ηλεκτρικοί φούρνοι;
39711362-4;Φούρνοι μικροκυμάτων;
39711400-3;Ψηστιέρες, συσκευές διατήρησης θερμών φαγητών, θερμαντικές πλάκες και δακτύλιοι;
39711410-6;Ψηστιέρες;
39711420-9;Συσκευές διατήρησης θερμών φαγητών;
39711430-2;Θερμαντικές πλάκες;
39711440-5;Θερμαντικοί δακτύλιοι;
39711500-4;Ανοιχτήρια κονσερβών;
39712000-6;Οικιακές ηλεκτρικές συσκευές για τη φροντίδα του σώματος;
39712100-7;Μηχανές κουρέματος;
39712200-8;Συσκευές κομμωτηρίου;
39712210-1;Στεγνωτήρες μαλλιών;
39712300-9;Συσκευές στεγνώματος χεριών;
39713000-3;Οικιακές ηλεκτρικές συσκευές καθαρισμού? σίδερα σιδερώματος;
39713100-4;Πλυντήρια πιάτων;
39713200-5;Πλυντήρια και στεγνωτήρια ρούχων;
39713210-8;Πλυντήρια/στεγνωτήρια;
39713211-5;Μονάδες στεγνώματος και σιδερώματος;
39713300-6;Συμπιεστές απορριμμάτων;
39713400-7;Μηχανές συντήρησης δαπέδων;
39713410-0;Μηχανές καθαρισμού δαπέδων;
39713420-3;Μηχανές στίλβωσης δαπέδων;
39713430-6;Ηλεκτρικές σκούπες;
39713431-3;Εξαρτήματα για ηλεκτρικές σκούπες;
39713500-8;Ηλεκτρικά σίδερα μαλλιών;
39713510-1;Σίδερα ατμού;
39714000-0;Ανεμιστήρες και αεριοσυλλέκτες ανακύκλωσης του αέρα;
39714100-1;Εξαεριστήρες;
39714110-4;Απορροφητήρες;
39715000-7;Θερμαντήρες νερού και θέρμανση κτιρίων? εξοπλισμός εγκαταστάσεων υγιεινής;
39715100-8;Ηλεκτρικοί θερμαντήρες νερού, στιγμιαίας θέρμανσης ή θερμοσυσσώρευσης, και θερμαντήρες εμβάπτισης;
39715200-9;Εξοπλισμός θέρμανσης;
39715210-2;Εξοπλισμός κεντρικής θέρμανσης;
39715220-5;Ηλεκτρικές θερμαντικές αντιστάσεις;
39715230-8;Ηλεκτρικές συσκευές θέρμανσης εδάφους;
39715240-1;Ηλεκτρικές συσκευές θέρμανσης χώρων;
39715300-0;Εξοπλισμός εγκαταστάσεων υγιεινής;
39716000-4;Μέρη ηλεκτρικών οικιακών συσκευών;
39717000-1;Ανεμιστήρες και συσκευές κλιματισμού;
39717100-2;Ανεμιστήρες;
39717200-3;Συσκευές κλιματισμού;
39720000-5;Μη ηλεκτρικές οικιακές συσκευές;
39721000-2;Οικιακός εξοπλισμός μαγειρέματος ή θέρμανσης;
39721100-3;Οικιακές συσκευές μαγειρέματος;
39721200-4;Ψυγεία που λειτουργούν με αέριο;
39721300-5;Μη ηλεκτρικά αερόθερμα ή διανεμητές θερμού αέρα;
39721310-8;Αερόθερμα;
39721320-1;Στεγνωτήρες αέρα;
39721321-8;Στεγνωτήρες πεπιεσμένου αέρα;
39721400-6;Μη ηλεκτρικοί θερμαντήρες νερού, στιγμιαίοι ή με θερμοσυσσώρευση;
39721410-9;Συσκευές αερίου;
42715000-1;Ραπτομηχανές;
42716000-8;Πλυντήρια ρούχων, μηχανές στεγνού καθαρισμού και στεγνωτήρια;
42716100-9;Εγκατάσταση πλυντηρίου ρούχων;
42716110-2;Εξοπλισμός πλυσίματος;
42716120-5;Πλυντήρια ρούχων;
42716130-8;Μηχανές στεγνού καθαρισμού;
42716200-0;Στεγνωτήρια;
42717000-5;Εξοπλισμός σιδερώματος και διπλώματος ρούχων;
42717100-6;Εξοπλισμός διπλώματος ρούχων;
42718000-2;Μηχανήματα για το φινίρισμα κλωστοϋφαντουργικών προϊόντων;
42718100-3;Μηχανήματα σιδερώματος;
42718200-4;Πρέσες σιδερώματος;
42720000-9;Μέρη μηχανημάτων παραγωγής κλωστοϋφαντουργικών προϊόντων και ειδών ένδυσης;
42800000-4;Μηχανήματα παραγωγής χαρτιού και χαρτονιού;
42810000-7;Μέρη μηχανημάτων παραγωγής χαρτιού και χαρτονιού;
42900000-5;Διάφορα μηχανήματα γενικής και ειδικής χρήσης;
42910000-8;Συσκευές απόσταξης, διήθησης ή επαναδιύλισης;
42912000-2;Μηχανήματα και συσκευές διήθησης ή καθαρισμού υγρών;
42912100-3;Μηχανές και συσκευές διήθησης υγρών;
42912110-6;Συσκευές διήθησης ιλύος γεωτρήσεων;
42912120-9;Υδροκυκλώνες;
42912130-2;Συσκευές διήθησης ή καθαρισμού ποτών;
42912300-5;Μηχανήματα και συσκευές διήθησης ή καθαρισμού νερού;
42912310-8;Συσκευές διήθησης νερού;
42912320-1;Συσκευές απαέρωσης;
42912330-4;Συσκευές καθαρισμού νερού;
42912340-7;Συσκευές αφαλάτωσης;
42912350-0;Εξοπλισμός εγκαταστάσεων διήθησης;
42913000-9;Φίλτρα λαδιού, βενζίνης και αέρα;
42913300-2;Φίλτρα λαδιού;
42913400-3;Φίλτρα βενζίνης;
42913500-4;Φίλτρα αέρα για κινητήρες;
42914000-6;Εξοπλισμός ανακύκλωσης;
42920000-1;Μηχανήματα καθαρισμού φιαλών, συσκευασίας και ζύγισης, μηχανήματα ψεκασμού;
42921000-8;Μηχανήματα καθαρισμού, πλήρωσης, συσκευασίας ή περιτυλίγματος φιαλών ή άλλων δοχείων;
42921100-9;Μηχανήματα καθαρισμού ή στεγνώματος φιαλών ή άλλων δοχείων;
42921200-0;Μηχανήματα πλήρωσης ή κλεισίματος φιαλών, κυτίων ή άλλων δοχείων;
42921300-1;Μηχανήματα συσκευασίας ή περιτυλίγματος;
42921310-4;Μηχανήματα δεσίματος και συσκευασίας με ιμάντα;
42921320-7;Μηχανήματα συσκευασίας;
42921330-0;Μηχανήματα περιτυλίγματος;
42923000-2;Μηχανήματα ζύγισης και πλάστιγγες;
42923100-3;Μηχανήματα ζύγισης;
42923110-6;Ζυγαριές;
42923200-4;Ζυγοί;
42923210-7;Ζυγοί καταστημάτων;
42923220-0;Ζυγαριές συνεχούς ζύγισης αγαθών;
42923230-3;Ζυγοί ελέγχου βάρους;
42924200-1;Συσκευές ατμοβολής ή αμμοβολής;
42924300-2;Εξοπλισμός ψεκασμού;
44115100-0;Αγωγοί εγκαταστάσεων;
44115200-1;Υλικά υδραυλικών εγκαταστάσεων και εγκαταστάσεων θέρμανσης;
44115210-4;Υλικά υδραυλικών εγκαταστάσεων;
44115220-7;Υλικά εγκαταστάσεων θέρμανσης;
44115310-5;Παραθυρόφυλλα σε ρολλά;
44115400-3;Φεγγίτες;
44115500-4;Συστήματα αυτόματης πυρόσβεσης με ψεκαστήρες;
44115600-5;Μηχανισμοί ανέλκυσης για αναπήρους;
44115700-6;Εξωτερικά παραθυρόφυλλα;
44115710-9;Κουβούκλια;
44115800-7;Εσωτερικός εξοπλισμός κτιρίων;
44115810-0;Σιδηρόδρομοι και αναρτήρες για κουρτίνες;
44115811-7;Σιδηρόδρομοι για κουρτίνες;
44115900-8;Διατάξεις ηλιοπροστασίας;
44130000-0;Αποχετευτικοί αγωγοί;
44131000-7;Θάλαμοι αποχέτευσης;
44132000-4;Βόθροι;
44133000-1;Τερματικά καλύμματα από όλκιμο χάλυβα;
44134000-8;Καμπύλες σωληνώσεων;
44140000-3;Προϊόντα σε σχέση με κατασκευαστικά υλικά;
44141000-0;Αγωγοί;
44141100-1;Ηλεκτρικοί αγωγοί;
44142000-7;Πλαίσια;
44143000-4;Παλέτες;
44144000-1;Πασσαλίσκοι;
44160000-9;Σωλαγωγοί, σωληνώσεις, σωλήνες, περιβλήματα, σωληνωτά υλικά και συναφή είδη;
44161000-6;Σωληναγωγοί;
44161100-7;Αγωγοί αερίου;
44161110-0;Δίκτυο διανομής αερίου;
44161200-8;Σωλήνες ύδρευσης;
44161400-0;Υποβρύχιοι αγωγοί;
44161410-3;Υποθαλάσσιοι αγωγοί;
44161500-1;Σωληναγωγοί υψηλής πίεσης;
44161600-2;Σωληναγωγοί χαμηλής πίεσης;
44161700-3;Συσκευές για τον εσωτερικό καθαρισμό αγωγών;
44161710-6;Μηχανισμοί προώθησης συσκευών εσωτερικού καθαρισμού αγωγών;
44161720-9;Τερματικοί σταθμοί συσκευών εσωτερικού καθαρισμού αγωγών;
44161730-2;Ενδιάμεσοι σταθμοί συσκευών εσωτερικού καθαρισμού αγωγών;
44162000-3;Συστήματα αγωγών;
