32581200-1;Εξοπλισμός τηλεομοιοτυπίας;
32581210-4;Εξαρτήματα και δομικά μέρη εξοπλισμού τηλεομοιοτυπίας;
32582000-6;Φορείς δεδομένων;
32583000-3;Φορείς δεδομένων και φωνής;
32584000-0;Μέσα καταγραφής δεδομένων;
33000000-0;Ιατρικές συσκευές, φαρμακευτικά προϊόντα και προϊόντα ατομικής περιποίησης;
33100000-1;Ιατρικές συσκευές;
33110000-4;Εξοπλισμός απεικόνισης ιατρικής, οδοντιατρικής και κτηνιατρικής χρήσης;
33111000-1;Ακτινολογικά μηχανήματα;
33111100-2;Τράπεζα ακτινογραφίας;
33111200-3;Ακτινολογικά εργαστήρια;
33111300-4;Συσκευές εμφάνισης ακτινογραφιών;
33111400-5;Συσκευές ακτινοσκόπησης;
33141120-7;Αγκτήρες, ράμματα και υλικά ραμμάτων;
33141121-4;Χειρουργικά ράμματα τραύματος;
33141122-1;Χειρουργικά τσιμπιδάκια;
33141123-8;Δοχείο απορριμμάτων οξέων αντικειμένων;
33141124-5;Υποθέματα αιχμηρών αντικειμένων;
33141125-2;Υλικά για χειρουργικά ράμματα τραυμάτων;
33141126-9;Ράμματα;
33141127-6;Απορροφούμενα αιμοστατικά;
33141128-3;Βελόνες για ραφές;
33141200-2;Καθετήρες;
33141210-5;Καθετήρες με μπαλονάκι;
33141220-8;Σωληνίσκοι;
33141230-1;Διαστολέας;
33141240-4;Εξαρτήματα καθετήρων;
33141300-3;Διατάξεις παρακέντησης της φλέβας και εξαρτήματα δειγματοληψίας αίματος;
33141310-6;Σύριγγες;
33141320-9;Ιατρικές βελόνες;
33141321-6;Βελόνες αναισθησίας;
33141322-3;Αρτηριακές βελόνες;
33141323-0;Βελόνες βιοψίας;
33141324-7;Βελόνες αιμοδιάλυσης;
33141325-4;Βελόνες παροχέτευσης συριγγίου;
33141326-1;Βελόνες ακτινολογικών διαδικασιών;
33141327-8;Σύριγγες με οπή εξαερισμού;
33141328-5;Βελόνες επισκληριδίου αναισθησίας;
33141329-2;Βελόνες αμνιοπαρακέντησης;
33141400-4;Κόφτες συρμάτων και νυστέρια? χειρουργικά γάντια;
33141410-7;Κόφτες συρμάτων και νυστέρια;
33141411-4;Ξέστρα και λάμες;
33141420-0;Χειρουργικά γάντια;
33141500-5;Αναλώσιμα αιματολογικά προϊόντα;
33141510-8;Προϊόντα αίματος;
33141520-1;Εκχυλίσματα πλάσματος;
33141530-4;Πηκτικοί παράγοντες αίματος;
33141540-7;Αλβουμίνη;
33141550-0;Ηπαρίνη;
33141560-3;Ανθρώπινα όργανα;
33141570-6;Ανθρώπινο αίμα;
33141580-9;Ζωικό αίμα;
33141600-6;Συλλέκτες και σάκοι συλλογής, παροχέτευσης και εξοπλισμοί τους;
33141610-9;Σάκοι συλλογής υγρών;
33141613-0;Σάκοι αίματος;
33141614-7;Σάκοι πλάσματος;
33141615-4;Σάκοι για ούρα;
33141620-2;Ιατρικοί εξοπλισμοί;
33141621-9;Εξοπλισμοί ακράτειας;
33141622-6;Εξοπλισμοί πρόληψης του AIDS;
33141623-3;Κυτία πρώτων βοηθειών;
33141624-0;Εξοπλισμοί χορήγησης φαρμάκων με ορρό;
33141625-7;Εξοπλισμοί διάγνωσης;
33141626-4;Εξοπλισμοί χορήγησης των δόσεων του φαρμάκου;
33141630-5;Ηθμοί διήθησης του πλάσματος του αίματος;
33141640-8;Παροχέτευση;
33141641-5;Καθετήρες παροχέτευσης;
33141642-2;Εξαρτήματα παροχέτευσης;
33141700-7;Ορθοπεδικά υλικά;
33141710-0;Δεκανίκια;
33141720-3;Βοηθητικά βαδίσματος;
33141730-6;Χειρουργικά περιλαίμια;
33141740-9;Ορθοπεδικά υποδήματα;
33141750-2;Τεχνητές αρθρώσεις;
33141760-5;Νάρθηκες;
33141770-8;Συσκευές καταγμάτων, καρφιά και πλάκες;
33141800-8;Αναλώσιμα οδοντιατρικά υλικά;
33141810-1;Υλικά σφραγίσματος δοντιών;
33141820-4;Δόντια;
33141821-1;Τεχνητά δόντια πορσελάνης;
33141822-8;Ακρυλικά δόντια;
33141830-7;Βασικό τσιμεντοκονίαμα δοντιών;
33141840-0;Αιμοστατικό για οδοντιατρική χρήση;
33141850-3;Προϊόντα υγιεινής δοντιών;
33141900-9;Νυστέρια αιμοληψίας;
33150000-6;Συσκευές ακτινοθεραπείας, μηχανοθεραπείας, ηλεκτροθεραπείας και κινησιοθεραπείας;
33151000-3;Συσκευές και εξαρτήματα για ακτινοθεραπεία;
33151100-4;Συσκευές για θεραπεία με ακτίνες γάμμα;
33151200-5;Συσκευές για θεραπεία με ακτίνες Χ;
33151300-6;Φασματογράφοι;
33151400-7;Υλικά ακτινοθεραπείας;
33152000-0;Κλίβανος;
33153000-7;Λιθοτρίπτης;
33154000-4;Συσκευές μηχανοθεραπείας;
33155000-1;Συσκευές κινησιοθεραπείας;
33156000-8;Συσκευές για ψυχολογικές δοκιμές;
33157000-5;Συσκευές οξυγονοθεραπείας και υποβοήθησης της αναπνοής;
33157100-6;Μάσκες ιατρικών αερίων;
33157110-9;Προσωπίδα οξυγόνου;
33157200-7;Αναπνευστικές συσκευές οξυγόνου;
33157300-8;Σκηνή οξυγόνου;
33157400-9;Ιατρικές αναπνευστικές συσκευές;
33157500-0;Θάλαμος συμπιέσεως;
33157700-2;Φιάλη εμφύσησης για την οξυγονοθεραπεία;
33157800-3;Μονάδα χορήγησης οξυγόνου;
33157810-6;Μονάδα οξυγονοθεραπείας;
33158000-2;Ηλεκτρικές, ηλεκτρομαγνητικές και μηχανικές θεραπείες;
33158100-3;Ηλεκτρομαγνητική μονάδα;
33158200-4;Συσκευές ηλεκτροθεραπείας;
33158210-7;Συσκευές τόνωσης;
33158300-5;Υπεριώδης εξοπλισμός ιατρικής χρήσεως;
33158400-6;Μονάδα μηχανικής θεραπείας;
33158500-7;Υπερέρυθρος εξοπλισμός ιατρικής χρήσεως;
33159000-9;Σύστημα κλινικής χημείας;
33160000-9;Εγχειριτική τεχνική;
33161000-6;Ηλεκτροχειρουργική μονάδα;
33162000-3;Συσκευές και όργανα χειρουργείου;
33162100-4;Εξοπλισμός χειρουργείου;
33162200-5;Εργαλεία χειρουργείου;
33163000-0;Σκηνή ιατρικής χρήσεως;
33164000-7;Κοιλιοσκοπική διάταξη;
33164100-8;Κολποσκόπιο;
33165000-4;Διατάξεις κρυοχειρουργικής και κρυοθεραπείας;
33166000-1;Δερματολογικές διατάξεις;
33167000-8;Φωτισμός χειρουργείου;
33168000-5;Διατάξεις ενδοσκοπίας και ενδοχειρουργικής;
33168100-6;Ενδοσκόπια;
33169000-2;Χειρουργικά όργανα;
33169100-3;Χειρουργικό λέιζερ;
33169200-4;Χειρουργικά καλάθια;
33169300-5;Χειρουργικοί δίσκοι;
33169400-6;Χειρουργικά δοχεία;
33169500-7;Χειρουργικά συστήματα ανίχνευσης και ιχνηλάτησης;
33170000-2;Αναισθησία και ανάνηψη;
33171000-9;Διατάξεις αναισθησίας και ανάνηψης;
33171100-0;Όργανα αναισθησίας;
33171110-3;Προσωπίδα αναισθησίας;
33171200-1;Διατάξεις ανάνηψης;
33171210-4;Προσωπίδα ανάνηψης;
33171300-2;Σετ ή συσκευασίες επισκληριδίου αναισθησίας;
33172000-6;Συσκευές αναισθησίας και ανάνηψης;
33172100-7;Συσκευές αναισθησίας;
33172200-8;Συσκευές ανάνηψης;
33180000-5;Λειτουργικιή υποστήριξη;
33181000-2;Διατάξεις νεφρικής υποστήριξης;
33181100-3;Αιμοδιάλυση;
33181200-4;Ηθμός διάλυσης;
33181300-5;Συσκευές ατομικής παρακολούθησης της αιμοδιάλυσης;
33181400-6;Συσκευή αιμοδιάλυσης για πολλούς ασθενείς;
33181500-7;Αναλώσιμα υλικά θεραπείας νεφρών;
33181510-0;Νεφρικό υγρό;
33181520-3;Αναλώσιμα υλικά διάλυσης νεφρών;
33182000-9;Διατάξεις καρδιακής υποστήριξης;
33182100-0;Απινιδωτής;
33182200-1;Διατάξεις καρδιακής τόνωσης;
33182210-4;Βηματοδότες;
33182220-7;Καρδιακές βαλβίδες;
33182230-0;Καρδιακή κοιλία;
33182240-3;Μέρη και εξαρτήματα για βηματοδότες;
33182241-0;Στήλες για βηματοδότες;
33182300-2;Διατάξεις καρδιοχειρουργικής;
33182400-3;Σύστημα καρδιακής ακτινογραφίας;
33183000-6;Συσκευές ορθοπεδικής υποβοήθησης;
33183100-7;Ορθοπεδικά μοσχεύματα;
33183200-8;Τεχνητά μέλη ορθοπεδικής;
33183300-9;Συσκευές οστεοσύνθεσης;
33184000-3;Τεχνητά μέλη του σώματος;
33184100-4;Χειρουργικά μοσχεύματα;
33184200-5;Αγγειακές προθέσεις;
33184300-6;Τεχνητά μέρη της καρδιάς;
33184400-7;Προθέσεις στήθους;
33184410-0;Εσωτερικές προθέσεις μαστού;
33184420-3;Εξωτερικές προθέσεις μαστού;
33184500-8;Στεφανιαίες ενδοπροθέσεις;
33184600-9;Τεχνητό μάτι;
33185000-0;Ακουστικές προθέσεις;
33185100-1;Μέρη και εξαρτήματα βοηθημάτων ακοής;
33185200-2;Κοχλιακά μοσχεύματα;
33185300-3;Ωτολαρυγγολογικά μοσχεύματα;
33185400-4;Τεχνητός λάρυγγας;
33186000-7;Μονάδα εξωσωματικής κυκλοφορίας;
33186100-8;Οξυγονωτής;
33186200-9;Συσκευές θέρμανσης αίματος και υγρών;
33190000-8;Διάφορες ιατρικές συσκευές και προϊόντα;
33191000-5;Συσκευές αποστείρωσης, απολύμανσης και υγιεινής δοντιών;
33191100-6;Αποστειρωτές;
33191110-9;Αυτόκλειστα;
33192000-2;Ιατρικές προμήθειες;
33192100-3;Ιατρικές κλίνες;
33192110-6;Ορθοπεδικές κλίνες;
33192120-9;Νοσοκομειακές κλίνες;
33192130-2;Ηλεκτρικώς κινούμενα κρεβάτια νοσοκομείων;
33192140-5;Ανάκλιντρο ψυχιατρικών εξετάσεων;
33192150-8;Κρεβάτια νοσοκομείων για θεραπευτική αγωγή;
33192160-1;Φορεία;
33192200-4;Ιατρικές τράπεζες;
33192210-7;Τράπεζες ιατρικών εξετάσεων;
33192230-3;Τράπεζες χειρουργείου;
33192300-5;Ιατρική επίπλωση, εκτός από κλίνες και τράπεζες;
33192310-8;Διατάξεις έλξης ή αιώρησης ιατρικών κλινών;
33192320-1;Υποδοχή φιάλης ούρων;
33192330-4;Εξοπλισμός μετάγγισης;
33192340-7;Εξοπλισμός αίθουσας χειρουργείου εκτός από τράπεζες;
33192350-0;Κλίβανοι ιατρικών καλλιεργειών;
33192400-6;Ιατρεία οδοντιάτρων;
33192410-9;Πολυθρόνα οδοντιάτρων;
33192500-7;Δοκιμαστικοί σωλήνες;
33192600-8;Ανυψωτικός εξοπλισμός για τον τομέα της υγείας;
33193000-9;Αναπηρικά καρότσια, πολυθρόνες με τροχούς και συναφή είδη;
33193100-0;Αναπηρικά καρότσια και πολυθρόνες με τροχούς;
33193110-3;Αναπηρικά καρότσια;
33193120-6;Πολυθρόνες με τροχούς;
33193121-3;Πολυθρόνες με ηλεκτρική κίνηση των τροχών;
33193200-1;Μέρη και εξαρτήματα για αναπηρικά καρότσια και πολυθρόνες με τροχούς;
33193210-4;Μέρη και εξαρτήματα για αναπηρικά καρότσια;
33193211-1;Κινητήρες για αναπηρικά καρότσια;
33193212-8;Σύστημα διακυβέρνησης για αναπηρικά καρότσια;
33193213-5;Σύστημα ελέγχου για αναπηρικά καρότσια;
33193214-2;Μεταλλικός σκελετός για αναπηρικά καρότσια;
33193220-7;Μέρη και εξαρτήματα για πολυθρόνες με τροχούς;
33193221-4;Μαξιλάρια για πολυθρόνες με τροχούς;
33193222-1;Μεταλλικά πλαίσια για πολυθρόνες με τροχούς;
33193223-8;Καθίσματα για πολυθρόνες με τροχούς;
33193224-5;Τροχοί για πολυθρόνες με τροχούς;
33193225-2;Επίσωτρα αναπηρικών καρεκλών;
33194000-6;Συσκευές και όργανα μετάγγισης και έγχυσης;
33194100-7;Συσκευές και όργανα έγχυσης;
33194110-0;Αντλίες ενδοφλέβιας έγχυσης;
33194120-3;Αναλώσιμα έγχυσης;
33194200-8;Συσκευές και όργανα μετάγγισης;
33194210-1;Διατάξεις μετάγγισης αίματος;
33194220-4;Προμήθειες μετάγγισης αίματος;
33195000-3;Σύστημα παρακολούθησης των ασθενών;
33195100-4;Συστήματα παρακολούθησης;
33195110-7;Σύστημα παρακολούθησης της αναπνοής;
33195200-5;Κεντρικός σταθμός παρακολούθησης;
33196000-0;Ιατρικά βοηθήματα;
33196100-1;Εξοπλισμός για ηλικιωμένα άτομα;
33196200-2;Εξοπλισμός για άτομα με ειδικές ανάγκες;
33197000-7;Εξοπλισμός ηλεκτρονικών υπολογιστών ιατρικής χρήσης;
33198000-4;Νοσοκομειακά είδη από χαρτί;
33198100-5;Κομπρέσες από χαρτί;
33198200-6;Χάρτινες σακούλες ή περιτυλίγματα αποστείρωσης;
33199000-1;Ιατρικός ρουχισμός;
33111500-6;Ακτινογραφία δοντιών;
33111600-7;Συσκευές ακτινογραφίας;
33111610-0;Μονάδα μαγνητικού συντονισμού;
33111620-3;Κάμερες ακτίνων γάμμα;
33111640-9;Θερμογράφημα;
33111650-2;Συσκευές μαστογραφίας;
33111660-5;Συσκευές μέτρησης οστικής πυκνότητας;
33111700-8;Θάλαμος αγγειογραφίας;
33111710-1;Υλικά αγγειογραφίας;
33111720-4;Συσκευές αγγειογραφίας;
33111721-1;Συσκευές ψηφιακής αγγειογραφίας;
33111730-7;Υλικά αγγειοπλαστικής;
33111740-0;Συσκευές αγγειοπλαστικής;
33111800-9;Διαγνωστικό σύστημα ακτίνων Χ;
33112000-8;Εξοπλισμός ηχογραφίας, υπερηχογραφίας και doppler;
33112100-9;Υπερηχοκαρδιογράφος;
33112200-0;Μονάδα υπερήχων;
33112300-1;Σπινθηρογράφοι υπερήχων;
33112310-4;Έγχρωμο ντόπλερ;
33112320-7;Εξοπλισμός ντόπλερ;
33112330-0;Ηχοεγκεφαλογράφος;
33112340-3;Ηχοκαρδιογράφοι;
33113000-5;Εξοπλισμός απεικόνισης μαγνητικού συντονισμού;
33113100-6;Σπιρογράφοι μαγνητικού συντονισμού;
33113110-9;Σπινθηρογράφοι πυρηνικού μαγνητικού συντονισμού;
33114000-2;Συσκευές φασματοσκοπίας;
33115000-9;Συσκευές τομογραφίας;
33115100-0;Υπολογιστικοί τομογράφοι;
33115200-1;Υπολογιστικοί αξονικοί τομογράφοι (CAT);
33120000-7;Συστήματα καταγραφής και ερευνητικές συσκευές;
33121000-4;Σύστημα μακροχρόνιας περιπατητικής καταγραφής;
33121100-5;Ηλεκτροεγκεφαλογράφημα;
33121200-6;Συσκευές σπινθηρογραφήματος;
33121300-7;Ηλεκτρομυογράφημα;
33121400-8;Ακουόμετρα;
33121500-9;Ηλεκτροκαρδιογράφημα;
33122000-1;Οφθαλμολογικός εξοπλισμός;
33123000-8;Καρδιοαγγειακές διατάξεις;
33123100-9;Πιεσόμετρο αρτηριακής πίεσης;
33123200-0;Διατάξεις ηλεκτροκαρδιογραφήματος;
33123210-3;Σύστημα παρακολούθησης της καρδιάς;
33123220-6;Καρδιοαγγειογραφικές συσκευές;
33123230-9;Καρδιογράφοι;
33124000-5;Συσκευές και προμήθειες διαγνωστικής και ακτινοδιαγνωστικής;
33124100-6;Συσκευές διαγνωστικής;
33124110-9;Συστήματα διαγνωστικής;
33124120-2;Συσκευές διαγνωστικής με υπερήχους;
33124130-5;Προμήθειες συσκευών διαγνωστικής;
33124131-2;Αντιδραστήρια σε ταινίες;
33124200-7;Συσκευές ακτινοδιαγνωστικής;
33124210-0;Υλικά ακτινοδιαγνωστικής;
33125000-2;Εξοπλισμός ουρολογικών ερευνών;
33126000-9;Συσκευές στοματολογίας;
33127000-6;Συσκευές ανοσολογικών αναλύσεων;
33128000-3;Ιατρικά λέιζερ εκτός αυτών που προορίζονται για χρήση στη χειρουργική;
33130000-0;Οδοντιατρικά και παραοδοντιατρικά όργανα και συσκευές;
33131000-7;Οδοντιατρικά εργαλεία χειρός;
33131100-8;Οδοντιατρικά χειρουργικά εργαλεία;
33131110-1;Οδοντιατρικές τσιμπίδες, βούρτσες, διευρυντήρες και φρέζες λείανσης;
33131111-8;Οδοντιατρικές τσιμπίδες;
33131112-5;Βούρτσες οδοντιατρικών επεμβάσεων;
33131113-2;Οδοντιατρικοί διευρυντήρες;
33131114-9;Οδοντιατρικές φρέζες λείανσης;
33131120-4;Οδιαντρικές διατάξεις κρυοχειρουργικής, μέτρησης, ανελκτήρες και εκσκαφείς;
33131121-1;Οδοντιατρικές μονάδες κρυοχειρουργικής;
33131122-8;Οδοντιατρικοί μετρητές βάθους;
33131123-5;Οδοντιατρικοί ανελκτήρες;
33131124-2;Οδοντιατρικοί εκσκαφείς;
33131130-7;Οδοντιατρικά προστατευτικά δαχτύλων και λαβίδες;
33131131-4;Οδοντιατρικά προστατευτικά δαχτύλων;
33131132-1;Οδοντιατρικές λαβίδες;
33131140-0;Οδοντιατρικοί καθρέφτες και εγγλυφίδες;
33131141-7;Οδοντιατρικοί καθρέφτες;
33131142-4;Οδοντιατρικές εγγλυφίδες;
33131150-3;Οδοντιατρικές ριζοβελόνες, ξέστρα οδοντικής πλάκας και ζυγοί;
33131151-0;Οδοντιατρικές ριζοβελόνες;
33131152-7;Οδοντιατρικά ξέστρα οδοντικής πλάκας;
33131153-4;Οδοντιατρικοί ζυγοί;
33131160-6;Οδοντιατρικά ψαλίδια και λεπίδες;
33131161-3;Οδοντιατρικά ψαλίδια;
33131162-0;Οδοντατρικές λεπίδες;
33131170-9;Οδοντιατρικές σπάτουλες, τανάλιες και μαχαίρια για κερί;
33131171-6;Οδοντιατρικές σπάτουλες;
33131172-3;Οδοντιατρικές τανάλιες;
33131173-0;Οδοντιατρικά μαχαίρια για κερί;
33131200-9;Οδοντιατρική βελόνα ραφής;
33131300-0;Οδοντιατρικά εργαλεία μιας χρήσης;
33131400-1;Οδοντιατρικός καθετήρας;
33131500-2;Οδοντιατρικό όργανο εξαγωγής;
33131510-5;Διατρυτική συσκευή δοντιών;
33131600-3;Όργανο σφραγίσματος δοντιών;
33132000-4;Οδοντιατρικό εμφύτευμα;
33133000-1;Εξαρτήματα εντυπώματος δοντιών;
33134000-8;Εξαρτήματα ενδοδοντικής;
33135000-5;Συσκευές ορθοδοντικής;
33136000-2;Περιστροφικό και λειαντικό όργανο;
33137000-9;Εξαρτήματα οδοντικής προφύλαξης;
33138000-6;Προϊόντα προσθετικής και επένδυσης δοντιών;
33138100-7;Οδοντοστοιχίες;
33140000-3;Ιατρικά αναλώσιμα;
33141000-0;Μη χημικά ιατρικά αναλώσιμα υλικά μιας χρήσεως και αιματολογικά αναλώσιμα υλικά;
33141100-1;Επίδεσμοι? αγκτήρες, ράμματα, υλικά απολίνωσης;
33141110-4;Επίδεσμοι;
33141111-1;Αυτοκόλλητοι επίδεσμοι;
33141112-8;Λευκοπλάστης με γάζα;
33141113-4;Ταινία επιδέσμου;
33141114-2;Ιατρική γάζα;
33141115-9;Ιατρικό βαμβάκι;
33141116-6;Επίδεσμοι ατομικά συσκευασμένοι;
33141117-3;Υδρόφιλο βαμβάκι;
33141118-0;Αποστειρωμένες κομπρέσσες;
33141119-7;Χειρουργικές γάζες;
33711770-5;Πιπίλες, τεχνητές θηλές και θηλές μπιμπερό για βρέφη;
33711780-8;Δισκία καθαρισμού τεχνητών οδοντοστοιχιών;
33711790-1;Οδοντιατρικά σετ;
33711800-5;Παρασκευάσματα ξυρίσματος;
33711810-8;Κρέμες ξυρίσματος;
33711900-6;Σαπούνι;
33712000-4;Προφυλακτικά;
33713000-1;Προϊόντα για την περιποίηση των ποδιών;
33720000-3;Ξυράφια και σύνολα για την περιποίηση των χεριών ή των ποδιών;
33721000-0;Ξυράφια;
33721100-1;Λεπίδες ξυραφιών;
33721200-2;Ηλεκτρικές ξυριστικές μηχανές;
33722000-7;Σύνολα για την περιποίηση των χεριών ή των ποδιών;
33722100-8;Σύνολα για την περιποίηση των χεριών;
33722110-1;Εργαλεία για την περιποίηση των χεριών;
33722200-9;Σύνολα για την περιποίηση των ποδιών;
33722210-2;Εργαλεία για την περιποίηση των ποδιών;
33722300-0;Μπαρέτες;
33730000-6;Προϊόντα για την περιποίηση των ματιών και διορθωτικοί φακοί;
33731000-3;Φακοί επαφής;
33731100-4;Διορθωτικοί φακοί;
33731110-7;Ενδοφθάλμιοι φακοί;
33731120-0;Φακοί ματογυαλιών;
33732000-0;Λοσιόν για φακούς επαφής;
33733000-7;Γυαλιά ηλίου;
33734000-4;Ματογυάλια;
33734100-5;Σκελετοί και υποστηρίγματα γυαλιών;
33734200-6;Γυαλί για ματογυάλια;
33735000-1;Δίοπτρα-προσωπίδες;
33735100-2;Προφυλακτικά δίοπτρα;
33735200-3;Σκελετοί και υποστηρίγματα προστατευτικών διόπτρων;
33740000-9;Προϊόντα για την περιποίηση των χεριών και των νυχιών;
33741000-6;Προϊόντα για την περιποίηση των χεριών;
33741100-7;Προϊόντα καθαρισμού των χεριών;
33741200-8;Λοσιόν για το σώμα ή τα χέρια;
33741300-9;Απολυμαντικά χεριών;
33742000-3;Προϊόντα περιποίησης των νυχιών;
33742100-4;Νυχοκόπτες;
33742200-5;Βερνίκι νυχιών;
33750000-2;Προϊόντα βρεφικής περιποίησης;
33751000-9;Χάρτινα τραπεζομάντιλα μιας χρήσης;
33752000-6;Επιθέματα θηλασμού;
33760000-5;Χαρτί υγείας, χαρτομάντιλα, πετσέτες χειρός και χαρτοπετσέτες;
33761000-2;Χαρτί υγείας;
33762000-9;Χαρτομάντιλα;
33763000-6;Χάρτινες χειροπετσέτες;
33764000-3;Χαρτοπετσέτες;
33770000-8;Χαρτί υγιεινής;
33771000-5;Προϊόντα υγιεινής από χαρτί;
33771100-6;Σερβιέτες υγείας ή ταμπόν;
33771200-7;Βρεφικές πάνες;
33772000-2;Χάρτινα είδη μιας χρήσης;
33790000-4;Εργαστηριακά είδη, είδη υγιεινής ή φαρμακευτικά είδη από γυαλί;
33791000-1;Είδη υγιεινής από γυαλί;
33792000-8;Φαρμακευτικά είδη από γυαλί;
33793000-5;Γυάλινα είδη εργαστηρίου;
33900000-9;Εξοπλισμός και προμήθειες νεκροψίας και νεκροτομείου;
33910000-2;Όργανα και προμήθειες παθολογοανατομίας;
33911000-9;Ψαλίδια αυτοψίας;
33912000-6;Σετ ανατομής για αυτοψίες;
33912100-7;Ψαλίδια ανατομής για αυτοψίες;
33913000-3;Αισθητήρες σφαιρών για αυτοψίες;
33914000-0;Νήματα, βελόνες ή συνδετήρες τομής για νεκροψίες;
33914100-1;Νήματα νεκροψίας;
33914200-2;Βελόνες νεκροψίας;
33914300-3;Συνδετήρες τομής για νεκροψίες;
33915000-7;Φλεβικά οδηγά σύρματα για αυτοψίες;
33916000-4;Λεπίδες ή εξαρτήματα πριονιών για αυτοψίες;
33916100-5;Πριόνια αυτοψίας;
33917000-1;Τετράγωνα τεμάχια και υποθέματα ανατομής;
33918000-8;Θήκες για χειρουργικά εργαλεία ή εξαρτήματα νεκροψίας;
33919000-5;Υποδοχές εργαλείων για χειρουργικά εργαλεία ή εξαρτήματα νεκροψίας;
33920000-5;Εξοπλισμός και προμήθειες αυτοψίας;
33921000-2;Συλλέκτες σκόνης οστών;
33922000-9;Σάκοι μεταφοράς πτωμάτων;
33923000-6;Στηρίγματα κεφαλής, φορεία ή πλάστιγγες αυτοψίας;
33923100-7;Στηρίγματα κεφαλής για αυτοψίες;
33923200-8;Φορεία για αυτοψίες;
33923300-9;Πλάστιγγες για αυτοψίες;
33924000-3;Κιτ ανίχνευσης λοιμωδών νόσων για αυτοψίες;
33925000-0;Ετικέτες ή βραχιόλια ταυτότητας για νεκροψίες;
33926000-7;Αναρροφητήρες κενού ή σωλήνες συλλογής υγρών για αυτοψίες;
33927000-4;Πρωκτικά θερμόμετρα για νεκροψίες;
33928000-1;Διατάξεις ευθυγράμμισης δαχτύλων για νεκροψίες;
33929000-8;Σετ έκτασης δέρματος πτωμάτων;
33930000-8;Έπιπλα αυτοψίας;
33931000-5;Σταθμοί ή εξαρτήματα κοπής ιστών για αυτοψίες;
33932000-2;Νιπτήρες ή εξαρτήματα αυτοψίας;
33933000-9;Τράπεζες ή εξαρτήματα αυτοψίας;
33933100-0;Τράπεζες αυτοψίας;
33934000-6;Τράπεζες ή εξαρτήματα νεκροψίας;
33935000-3;Τράπεζες ή εξαρτήματα ανατομής ζώων για νεκροψίες;
33936000-0;Σταθμοί ή εξαρτήματα ταρίχευσης;
33937000-7;Σταθμοί καθοδικού ρεύματος αέρα ή εξαρτήματά τους για αυτοψίες;
33940000-1;Εξοπλισμός και προμήθειες μεταφοράς και αποθήκευσης πτωμάτων;
33941000-8;Ράφια αποθήκευσης πτωμάτων;
33942000-5;Φορεία πτωμάτων;
33943000-2;Αμαξίδια ψαλιδωτής ανύψωσης για μεταφορά πτωμάτων;
33944000-9;Θάλαμοι ψύξης ή κατάψυξης για νεκροτομεία;
33945000-6;Καταψύκτες-θάλαμοι για νεκροτομεία;
33946000-3;Αμαξίδια για νεκροτομεία;
33947000-0;Δίσκοι τραπεζών αυτοψίας;
33948000-7;Διατάξεις ανύψωσης ή μεταφοράς πτωμάτων;
33949000-4;Δοχεία μεταφοράς πτωμάτων;
33950000-4;Εξοπλισμός και προμήθειες ιατροδικαστικής;
33951000-1;Υλικά λήψης δακτυλικών αποτυπωμάτων και αποτύπωσης για νεκροψίες;
33952000-8;Αντισηπτικές προσωπίδες;
33953000-5;Σετ ή προμήθειες ανίχνευσης αίματος για νεκροψίες;
33954000-2;Σετ συλλογής βιολογικών στοιχείων;
33960000-7;Εξοπλισμός και προμήθειες ταρίχευσης;
33961000-4;Εγχυτήρες πλήρωσης σωματικών κοιλοτήτων για ταρίχευση;
33962000-1;Σωλήνες εκκένωσης φλεβών για ταρίχευση;
33963000-8;Υγρά ή χημικά μέσα επεξεργασίας για ταρίχευση;
33964000-5;Σωλήνες έγχυσης για ταρίχευση;
33965000-2;Νιπτήρες ή εξαρτήματα ταρίχευσης;
33966000-9;Σετ ταρίχευσης;
33967000-6;Βελόνες έγχυσης για ταρίχευση;
33968000-3;Καλύμματα οφθαλμών;
33970000-0;Εξοπλισμός και προμήθειες νεκροτομείου;
33971000-7;Στολές νεκροτομείου;
33972000-4;Σετ νεκροτομείου;
33973000-1;Υλικά περιτυλίγματος για νεκροτομεία;
33974000-8;Αναρροφητήρες νεκροτομείου;
33975000-5;Σύνθετα υλικά σκλήρυνσης για νεκροτομεία;
34000000-7;Εξοπλισμός μεταφοράς και βοηθητικά μέσα μεταφοράς;
34100000-8;Αυτοκίνητα οχήματα;
34110000-1;Επιβατικά αυτοκίνητα;
34111000-8;Αυτοκίνητα τύπου στέισον και σεντάν;
34111100-9;Αυτοκίνητα τύπου στέισον;
34111200-0;Αυτοκίνητα τύπου σεντάν;
34113000-2;Αυτοκίνητα με κίνηση στους τέσσερις τροχούς;
34113100-3;Αυτοκίνητα τύπου τζιπ;
34113200-4;Οχήματα παντός εδάφους;
34113300-5;Οχήματα εκτός δρόμου;
34114000-9;Ειδικά οχήματα;
34114100-0;Οχήματα εκτάκτου ανάγκης;
34114110-3;Οχήματα διάσωσης;
34114120-6;Παραϊατρικά οχήματα;
34114121-3;Ασθενοφόρα;
34114122-0;Οχήματα μεταφοράς ασθενών;
34114200-1;Αστυνομικά αυτοκίνητα;
34114210-4;Οχήματα μεταφοράς κρατουμένων;
34114300-2;Οχήματα κοινωνικής πρόνοιας;
34114400-3;Μικρά λεωφορεία;
34115000-6;’λλα επιβατηγά αυτοκίνητα;
